'icao24','timestamp','acars','adsb','built','categoryDescription','country','engines','firstFlightDate','firstSeen','icaoAircraftClass','lineNumber','manufacturerIcao','manufacturerName','model','modes','nextReg','notes','operator','operatorCallsign','operatorIata','operatorIcao','owner','prevReg','regUntil','registered','registration','selCal','serialNumber','status','typecode','vdl'
'43ea1e','2017-04-16 00:25:16',0,0,,'',United Kingdom,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 605,0,'','','','','','',Prime Aviation Jsc,'',,,M-ALTI,'','5733','',CL60,0
'43ea20','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Global 6000,0,'','','','','','',Jet Aviation Business Jets Fzco,'',,,M-HOME,'','9577','',GL6T,0
'43ea21','2016-06-24 17:28:43',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','','','','',The Private Jet Company,'',,,M-IBID,'','9401','',GL5T,0
'43ea27','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','','','','','',Finesse Executive,'',,,M-SIRI,'','9329','',GLEX,0
'43ea29','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Global 6000,0,'','','','','','',Corsons Trade Ltd,'',,,M-ARGO,'','9554','',GL6T,0
'43ea2d','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Global 6000,0,'','','','','','',Global Jet Iom Ltd,'',,,M-YVVF,'','9590','',GL6T,0
'43ea37','2017-10-14 19:40:43',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Global Express XRS,0,'','','','','','',Hk Bellawings,'',,,M-ZMDZ,'','9409','',GLEX,0
'43ea38','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express,0,'','','','','','',Afma Aviation Services Ltd,'',,,M-AFMA,'','9050','',GLEX,0
'43ea39','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','','','','','',Fl510 Gmbh,'',,,M-OGMC,'','9268','',GLEX,0
'43ea48','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','','','','',Avcon Jet Ag,'',,,M-KBSD,'','9639','',GL5T,0
'43ea4a','2023-01-11 02:39:38',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,BD-700-1A10 Global Express,0,'','','','','','','','',,,M-EDZE,'','9097','',GLEX,0
'43ea51','2017-01-12 18:59:37',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Emerald Aviation,'',,,M-ABCC,'','9562','',GLEX,0
'43ea5a','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Global 5000,0,'','','','','','',Sapetro Aviation Ltd,'',,,M-SAPT,'','9668','',GL5T,0
'43ea5b','2017-09-29 11:24:49',0,0,,'',United Kingdom,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 650,0,'','','','','','',Shino Aviation,'',,,M-DSTZ,'','6089','',CL60,0
'43ea5e','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Challenger 604,0,'','','','','','',Dc Aviation,'',,,M-ANNA,'','5375','',CL64,0
'43ea64','2017-06-03 20:07:52',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Ftc Consulting Ltd,'',,,M-YSSF,'','9521','',GLEX,0
'43ea6e','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Challenger 350,0,'','','','','','',Execujet Aviation,'',,,M-SGJS,'','20588','',CL35,0
'43ea72','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 350,0,'','','','','','',Rcr Jets,'',,,M-OCNY,'','20581','',CL35,0
'43ea7a','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','',Execujet Middle East,MIDJET,'',EJO,Execujet Middle East,'',,,M-AABG,'','9690','',GL5T,0
'43ea87','2017-03-28 19:15:37',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Max Smart Development Ltd,'',,,M-MAXX,'','9678','',GLEX,0
'43ea8c','2021-03-11 18:06:17',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'',https://www.reuters.com/article/us-russia-rosneft-sechin-flights-exclusi/exclusive-business-and-pleasure-how-russian-oil-giant-rosneft-uses-its-corporate-jets-idUSKCN1TF0AW,Art Aviation,ART AUSTRIA,'',OES,Avasia,'',,,M-YOIL,'','9637','',GLEX,0
'43ea8e','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Global 5000,0,'','',Gama Aviation,GAMA,'',GMA,Gama Aviation,'',,,M-MICS,'','9586','',GL5T,0
'43ea96','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Challenger 350,0,'','','','','','',Playtech,'',,,M-TECH,'','20621','',CL35,0
'43ea99','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Global 6000,0,'','','','','','',Global Jet Iom Ltd,'',,,M-NAME,'','9706','',GL6T,0
'43ea9a','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Global 5000,0,'','','','','','',The World Is Yours,'',,,M-CVGL,'','9687','',GL5T,0
'43ea9c','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Global 5000,0,'','','','','','',Global 9683 Limited,'',,,M-CITI,'','9683','',GL5T,0
'43eaa2','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Challenger 650,0,'','','','','','',Gufo Lines Ltd,'',,,M-RAYS,'','6069','',CL65,0
'43eaa4','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Challenger 650,0,'','','','','','',Setfair Aviation Ltd,'',,,M-ARUB,'','6075','',CL65,0
'43eab0','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Challenger 605,0,'','','','','','',Setair,'',,,M-ABJN,'','5767','',CL65,0
'43eaba','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Global 6000,0,'','','','','','',Avcon Jet Ag,'',,,M-MAVP,'','9742','',GL6T,0
'43eac1','2016-10-24 00:28:14',0,0,,'',United Kingdom,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 605,0,'','','','','','',Temauri Sl,'',,,M-AKER,'','5939','',CL60,0
'43eacd','2017-06-15 19:54:20',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Nexus Flight Operations,'',,,M-RRRR,'','9704','',GLEX,0
'43ead2','2017-07-02 11:48:43',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Lily Jet Hk Ltd,'',,,M-LLIN,'','9735','',GLEX,0
'43ead5','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Global 6000,0,'','','','','','',Ivanhoe Capital Aviation,'',,,M-INER,'','9708','',GL6T,0
'43ead6','2017-10-21 00:27:45',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','','','','','',Multibird Overseas Limited,'',,,M-ULTI,'','9394','',GLEX,0
'43ead7','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Global 6000,0,'','','','','','',Skyline Aviation Ltd,'',,,M-TSLT,'','9762','',GL6T,0
'43eae0','2017-07-05 08:55:47',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Lynx Aircraft Limited,'',,,M-LWSG,'','9583','',GLEX,0
'43eaed','2017-10-04 18:41:04',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Global Express,0,'','','','','','',Ansakl Aviation Two Limited,'',,,M-YGJL,'','9033','',GLEX,0
'43eaf5','2017-10-08 18:06:54',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','','','','',Lodging 2020 Limited Partnership Inc,'',,,M-SETT,'','9782','',GL5T,0
'43eb44','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Challenger 601 3A,0,'','','','','','',Volare Aviation,'',,,'2-CUTE','','5125','',CL61,0
'43eb7c','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express,0,'','','','','','',Volare Aviation,'',,,'2-JFJC','','9094','',GLEX,0
'43eb91','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Challenger 604,0,'','','','','','',Offshore Jets,'',,,'2-NITE','','5520','',CL64,0
'43ebbd','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Challenger 601 3A,0,'','','','','','',Volare Aviation,'',,,'2-BLUE','','5129','',CL61,0
'4400a5','2017-09-15 00:10:07',0,0,,'',Austria,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express,0,'','','','','','',Tyrolean Jet Service Gmbh,'',,,OE-IEL,'','9099','',GLEX,0
'4400d9','2017-09-15 00:10:07',0,0,,'',Austria,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express,0,'','','','','','',K5-aviation Gmbh,'',,,OE-IGS,'','9044','',GLEX,0
'4400fb','2017-09-15 00:10:07',0,0,,'',Austria,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Challenger 300,0,'','','','','','',Laudamotion Gmbh,'',,,OE-HRR,'','20033','',CL30,0
'4401aa','2017-09-15 00:10:07',0,0,,'',Austria,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','','','','',Global Jet Austria Gmbh,'',,,OE-INC,'','9168','',GL5T,0
'440208','2017-09-19 11:07:29',0,0,,'',Austria,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 604,0,'','','','','','',Avcon Jet Ag,'',,,OE-IDG,'','5654','',CL60,0
'440211','2017-09-15 00:10:07',0,0,,'',Austria,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Challenger 300,0,'','','','','','',Laudamotion Gmbh,'',,,OE-HII,'','20111','',CL30,0
'440229','2017-09-15 00:10:07',0,0,,'',Austria,'',,,L2J,'',RAYTHEON,Bombardier,Global Express,0,'','','','','','',Laudamotion Gmbh,'',,,OE-IRP,'','9106','',GLEX,0
'4402a1','2016-11-16 00:58:49',0,0,,'',Austria,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 850,0,'','','','','','',Avcon Jet Ag,'',,,OE-ISA,'','8043','',CRJ2,0
'4402d9','2017-07-11 18:25:02',0,0,,'',Austria,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 604,0,'','','','','','',Map Jet,'',,,OE-ITH,'','5636','',CL60,0
'440360','2017-09-15 00:10:07',0,0,,'',Austria,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','','','','',International Jet Management Gmbh,'',,,OE-IBC,'','9269','',GL5T,0
'44042f','2017-09-15 00:10:07',0,0,,'',Austria,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Challenger 300,0,'','','','','','',Avcon Jet Ag,'',,,OE-HOO,'','20079','',CL30,0
'440430','2017-09-15 00:10:07',0,0,,'',Austria,'',,,L2J,'',BOMBARDIER,Bombardier,Global 5000,0,'','','','','','',Avcon Jet Ag,'',,,OE-IOO,'','9301','',GL5T,0
'440465','2017-09-15 00:10:07',0,0,,'',Austria,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 300,0,'','','','','','',Avag Air Gmbh,'',,,OE-HCA,'','20274','',CL30,0
'44046e','2017-09-15 00:10:07',0,0,,'',Austria,'',,,L2J,'',RAYTHEON,Bombardier,Global Express XRS,0,'','','','','','',Laudamotion Gmbh,'',,,OE-IGG,'','9251','',GLEX,0
'440550','2017-07-05 18:46:14',0,0,,'',Austria,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 605,0,'','','','','','',Transair Bedarfsflugunternehmen Gmbh,'',,,OE-INK,'','5825','',CL60,0
'440562','2017-09-15 00:10:07',0,0,,'',Austria,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Challenger 300,0,'','','','','','',International Jet Management Gmbh,'',,,OE-HLL,'','20294','',CL30,0
'4405aa','2017-09-15 00:10:07',0,0,,'',Austria,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 300,0,'','','','','','',Laudamotion Gmbh,'',,,OE-HPG,'','20251','',CL30,0
'4405b2','2017-09-15 00:10:07',0,0,,'',Austria,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 300,0,'','','','','','',Laudamotion Gmbh,'',,,OE-HDU,'','20094','',CL30,0
'4405db','2017-06-29 14:56:59',0,0,,'',Austria,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Challenger 300,0,'','','','','','',International Jet Management Gmbh,'',,,OE-HBA,'','20317','',CL30,0
'44060d','2017-09-15 00:10:07',0,0,,'',Austria,'',,,L2J,'',RAYTHEON,Bombardier,Global Express XRS,0,'','','','','','',Global Jet Austria Gmbh,'',,,OE-IDO,'','9280','',GLEX,0
'44063c','2017-09-15 00:10:07',0,0,,'',Austria,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','','','','','',Avcon Jet Ag,'',,,OE-IRN,'','9291','',GLEX,0
'440644','2017-09-15 00:10:07',0,0,,'',Austria,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','','','','','',Art Aviation Flugbetriebs Gmbh,'',,,OE-IRA,'','9237','',GLEX,0
'440649','2017-09-15 00:10:07',0,0,,'',Austria,'',,,L2J,'',BOMBARDIER,Bombardier,Global 5000,0,'','','','','','',M Jet Aviation Gmbh,'',,,OE-LAA,'','9170','',GL5T,0
'440654','2017-09-15 00:10:07',0,0,,'',Austria,'',,,'','','',Bombardier,Global 6000,0,'','','','','','',Art Aviation Flugbetriebs Gmbh,'',,,OE-IRT,'','9455','',GL6T,0
'440685','2017-09-15 00:10:07',0,0,,'',Austria,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','','','','',International Jet Management Gmbh,'',,,OE-INL,'','9427','',GL5T,0
'44068c','2017-09-15 00:10:07',0,0,,'',Austria,'',,,'','','',Bombardier,Global 6000,0,'','','','','','',Art Aviation Flugbetriebs Gmbh,'',,,OE-IRS,'','9507','',GL6T,0
'4406a3','2017-07-01 16:03:31',0,0,,'',Austria,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',M Jet Aviation Gmbh,'',,,OE-IEO,'','9496','',GLEX,0
'4406a6','2017-09-15 00:10:07',0,0,,'',Austria,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','','','','',International Jet Management Gmbh,'',,,OE-LPZ,'','9495','',GL5T,0
'4406ad','2016-10-05 11:21:31',0,0,,'',Austria,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 850,0,'','','','','','',International Jet Management Gmbh,'',,,OE-ISF,'','8056','',CRJ2,0
'4406b3','2017-09-15 00:10:07',0,0,,'',Austria,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Challenger 300,0,'','','','','','',Laudamotion Gmbh,'',,,OE-HDI,'','20357','',CL30,0
'4406bd','2017-05-11 13:27:35',0,0,,'',Austria,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 604,0,'','','','','','',Europ Star Aircraft Gmbh,'',,,OE-IAA,'','5618','',CL60,0
'4406d1','2017-09-15 00:10:07',0,0,,'',Austria,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','','','','',Avcon Jet Ag,'',,,OE-IXX,'','9528','',GL5T,0
'44070e','2017-09-15 00:10:07',0,0,,'',Austria,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','','','','',Avcon Jet Ag,'',,,OE-ICA,'','9542','',GL5T,0
'44072a','2016-06-03 11:19:00',0,0,,'',Austria,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 604,0,'','','','','','',International Jet Management Gmbh,'',,,OE-IHK,'','5422','',CL60,0
'440751','2017-09-15 00:10:07',0,0,,'',Austria,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Challenger 300,0,'','','','','','',Avcon Jet Ag,'',,,OE-HCZ,'','20449','',CL30,0
'440765','2017-09-15 00:10:07',0,0,,'',Austria,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Challenger 350,0,'','','','','','',Avcon Jet Ag,'',,,OE-HRS,'','20504','',CL35,0
'440799','2017-04-02 16:58:21',0,0,,'',Austria,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Challenger 300,0,'','','','','','',International Jet Management Gmbh,'',,,OE-HHH,'','20314','',CL30,0
'4407c5','2017-09-15 00:10:07',0,0,,'',Austria,'',,,'','','',Bombardier,Global 6000,0,'','','','','','',Laudamotion Gmbh,'',,,OE-LII,'','9609','',GL6T,0
'4407cd','2017-09-15 00:10:07',0,0,,'',Austria,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Challenger 350,0,'','','','','','',International Jet Management Gmbh,'',,,OE-HUG,'','20547','',CL35,0
'4407d6','2017-09-15 00:10:07',0,0,,'',Austria,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 300,0,'','','','','','',Laudamotion Gmbh,'',,,OE-HDC,'','20310','',CL30,0
'440809','2017-09-15 00:10:07',0,0,,'',Austria,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express,0,'','','','','','',Tyrolean Jet Service Gmbh,'',,,OE-IVG,'','9081','',GLEX,0
'440834','2023-04-12 09:07:02',0,0,,'',Austria,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','',Aerogem Cargo,AEROGEM,'',GCK,Glock Aviation,'',,,OE-IGL,'','9672','',GLEX,0
'440846','2016-05-30 13:16:36',0,0,,'',Austria,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','','','','','',Avcon Jet Ag,'',,,OE-ITN,'','9159','',GLEX,0
'440875','2017-09-15 00:10:07',0,0,,'',Austria,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','','','','','',Laudamotion Gmbh,'',,,OE-LUB,'','9208','',GLEX,0
'4408c4','2017-09-15 00:10:07',0,0,,'',Austria,'',,,'','','',Bombardier,Challenger 605,0,'','','','','','',International Jet Management Gmbh,'',,,OE-IKZ,'','5705','',CL65,0
'4408d8','2017-09-15 00:10:07',0,0,,'',Austria,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 350,0,'','','','','','',Laudamotion Gmbh,'',,,OE-HGG,'','20618','',CL35,0
'4408ed','2017-09-15 00:10:07',0,0,,'',Austria,'',,,'','','',Bombardier,Challenger 605,0,'','','','','','',Avcon Jet Ag,'',,,OE-IMM,'','5725','',CL65,0
'4408ee','2017-06-02 00:46:11',0,0,,'',Austria,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 604,0,'','','','','','',Avcon Jet Ag,'',,,OE-IOY,'','5457','',CL60,0
'440900','2017-09-15 00:10:07',0,0,,'',Austria,'',,,'','','',Bombardier,Challenger 650,0,'','','','','','',International Jet Management Gmbh,'',,,OE-IGA,'','6070','',CL65,0
'440901','2017-09-15 00:10:07',0,0,,'',Austria,'',,,'','','',Bombardier,Global 6000,0,'','','','','','',International Jet Management Gmbh,'',,,OE-LML,'','9747','',GL6T,0
'440918','2020-07-06 18:52:38',0,0,,No ADS-B Emitter Category Information,Austria,'',,,L2J,'0',CANADAIR,Bombardier,CL-600-2B16 Challenger 605,0,'','',Laudamotion Executive Gmbh - Austria,'','',LDX,Lauda Motion Executive,'',,,OE-IIX,'','5849','',CL60,0
'440948','2017-09-15 00:10:07',0,0,,'',Austria,'',,,'','','',Bombardier,Challenger 650,0,'','','','','','',M Jet Aviation Gmbh,'',,,OE-LDN,'','6087','',CL65,0
'440949','2017-09-15 00:10:07',0,0,,'',Austria,'',,,'','','',Bombardier,Challenger 650,0,'','','','','','',M Jet Aviation Gmbh,'',,,OE-LAN,'','6088','',CL65,0
'44095e','2017-09-15 00:10:07',0,0,,'',Austria,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','','','','',Global Jet Austria Gmbh,'',,,OE-IMA,'','9693','',GL5T,0
'44096b','2017-09-15 00:10:07',0,0,,'',Austria,'',,,'','','',Bombardier,Challenger 605,0,'','','','','','',Avcon Jet Ag,'',,,OE-IOS,'','5798','',CL65,0
'44098b','2018-01-01 01:22:13',0,0,,'',Austria,'',,,'','',Bombadier,Bombardier,Challenger 605,0,'','',Laudamotion Gmbh,'','','',Laudamotion Gmbh,'',,'2017-04-27',OE-IXI,'','5904','',CL65,0
'440a0c','2021-12-29 09:35:18',0,0,,'',Austria,'',,,L2J,'',BOMBARDIER,Bombardier,BD-700-2A12 Global 7500,0,'','',Art Aviation Flugbetriebs,'','','',Art Aviation Flugbetriebs,'',,,OE-IRM,'','70035','',GL7T,0
'440a76','2020-09-03 16:50:42',0,0,,'',Austria,'',,,L2J,'',BOMBARDIER,Bombardier,BD-700 Global 5000,0,'','','','','','',Private,'',,,OE-IXG,'','9157','',GL5T,0
'440b17','2021-12-29 10:38:06',0,0,,'',Austria,'',,,L2J,'',BOMBARDIER,Bombardier,BD-700-2A12 Global 7500,0,'','',Jetology,'','','',Jetology,'',,,OE-LVL,'','70075','',GL7T,0
'440b92','2021-12-29 09:47:14',0,0,,'',Austria,'',,,L2J,'',BOMBARDIER,Bombardier,BD-700-2A12 Global 7500,0,'','',Jetology,'','','',Jetology,'',,,OE-LPR,'','70083','',GL7T,0
'440cbc','2023-12-20 23:02:12',0,0,,'',Austria,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','',Lauda Motion,LAUDA MOTION,'',LDM,Signa (rene Benko),'',,,OE-IRB,'','9336','',GLEX,0
'451c29','2017-04-10 13:56:43',0,0,,'',Bulgaria,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 605,0,'','','','','','',Avb 2012 Ltd,'',,,LZ-BVD,'','5768','',CL60,0
'459934','2016-11-27 15:20:26',0,0,,'',Denmark,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','',Execujet Scandinavia,VAMPIRE,'',VMP,Execujet Scandinavia,'',,,OY-FIT,'','9186','',GL5T,0
'45a5d6','2020-07-18 12:25:43',0,0,,'',Denmark,'',,,L2J,'0',CANADAIR,Bombardier,Bombardier CL-600-2B16 Challenger 604,0,'','','','','','','','',,,OY-INV,'','5628','',CL60,0
'45b0e9','2017-09-15 00:10:07',0,0,,'',Denmark,'',,,'','','',Bombardier,Global 6000,0,'','',Execujet Scandinavia,VAMPIRE,'',VMP,Execujet Scandinavia,'',,,OY-LGI,'','9433','',GL6T,0
'45b1c1','2017-09-15 00:10:07',0,0,,'',Denmark,'',,,L2J,'',RAYTHEON,Bombardier,Global Express XRS,0,'','',Execujet Scandinavia,VAMPIRE,'',VMP,Execujet Scandinavia,'',,,OY-LNA,'','9331','',GLEX,0
'45b669','2017-09-15 00:10:07',0,0,,'',Denmark,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express,0,'','',Execujet Scandinavia,VAMPIRE,'',VMP,Execujet Scandinavia,'',,,OY-MSI,'','9032','',GLEX,0
'45b9c1','2017-03-11 20:25:48',0,0,,'',Denmark,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 850,0,'','',Execujet Scandinavia,VAMPIRE,'',VMP,Execujet Scandinavia,'',,,OY-NNA,'','8073','',CRJ2,0
'45cdb3','2017-03-28 08:22:57',0,0,,'',Denmark,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Challenger 350,0,'','',Execujet Scandinavia,VAMPIRE,'',VMP,Execujet Scandinavia,'',,,OY-SMS,'','20602','',CL35,0
'45ce02','2017-09-15 00:10:07',0,0,,'',Denmark,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Challenger 300,0,'','',Execujet Scandinavia,VAMPIRE,'',VMP,Execujet Scandinavia,'',,,OY-SPB,'','20334','',CL30,0
'45d8a7','2017-09-15 00:10:03',0,0,,'',Denmark,'',,,'','','',Bombardier,Challenger 850,0,'','',Execujet Scandinavia,VAMPIRE,'',VMP,Execujet Scandinavia,'',,,OY-VEG,'','8075','',CL85,0
'45d8e1','2017-09-15 00:10:03',0,0,,'',Denmark,'',,,'','','',Bombardier,Challenger 850,0,'','',Execujet Scandinavia,VAMPIRE,'',VMP,Execujet Scandinavia,'',,,OY-VGA,'','8077','',CL85,0
'45d93a','2017-09-15 00:10:07',0,0,,'',Denmark,'',,,L2J,'',BOMBARDIER,Bombardier,Global 5000,0,'','',Execujet Scandinavia,VAMPIRE,'',VMP,Execujet Scandinavia,'',,,OY-VIZ,'','9544','',GL5T,0
'45f422','2017-07-30 11:58:10',0,0,,'',Denmark,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 604,0,'','','','','','',Royal Danish Air Force  	esk721,'',,,C-080,'','5380','',CL60,0
'45f424','2017-03-31 13:58:51',0,0,,'',Denmark,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 604,0,'','','','','','',Royal Danish Air Force,'',,,C-168,'','5468','',CL60,0
'45f425','2016-10-28 18:25:21',0,0,,'',Denmark,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 604,0,'','','','','','',Royal Danish Air Force,'',,,C-172,'','5472','',CL60,0
'45f426','2017-07-01 15:07:22',0,0,,'',Denmark,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 604,0,'','','','','','',Royal Danish Air Force  	esk721,'',,,C-215,'','5515','',CL60,0
'46005a','2017-09-15 00:10:07',0,0,,'',Finland,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Challenger 350,0,'','','',JETFLITE,'',JEF,Jetflite Oy,'',,,OH-ADM,'','20525','',CL35,0
'461202','2017-01-19 10:09:32',0,0,,'',Finland,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 605,0,'','','',JETFLITE,'',JEF,Jetflite Oy,'',,,OH-GVI,'','5849','',CL60,0
'463aea','2017-07-09 17:47:23',0,0,,'',Finland,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 604,0,'','','',JETFLITE,'',JEF,Jetflite Oy,'',,,OH-WIC,'','5452','',CL60,0
'463af0','2017-09-15 00:10:07',0,0,,'',Finland,'',,,'','','',Bombardier,Challenger 604,0,'','','',JETFLITE,'',JEF,Jetflite Oy,'',,,OH-WII,'','5642','',CL64,0
'46acc1','2017-07-10 13:06:21',0,0,,'',Greece,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 604,0,'','','','','','',Gain Jet Aviation Sa,'',,,SX-KFA,'','5359','',CL60,0
